station_name,measurement_timestamp,air_temperature,wet_bulb_temperature,humidity,rain_intensity,interval_rain,total_rain,precipitation_type,wind_direction,wind_speed,maximum_wind_speed,barometric_pressure,solar_radiation,heading,battery_life,measurement_timestamp_label,measurement_id
63rd Street Weather Station,2017-12-27T21:00:00.000,-14.6,-15.5,63,0,0,24.3,0,279,2.3,3.3,1015.7,7,354,11.8,12/27/2017 9:00 PM,63rdStreetWeatherStation201712272100
Foster Weather Station,2017-12-27T21:00:00.000,-15.5,,51,,0,,,309,2,2.1,1015.6,0,,14.9,12/27/2017 9:00 PM,FosterWeatherStation201712272100
Oak Street Weather Station,2017-12-27T21:00:00.000,-13.8,-15,55,0,0,17.1,0,10,1.8,2.9,1016.9,3,1,12,12/27/2017 9:00 PM,OakStreetWeatherStation201712272100
63rd Street Weather Station,2017-12-27T20:00:00.000,-14.5,-15.5,61,0,0,24.3,0,283,2.5,3.4,1016.4,7,354,11.8,12/27/2017 8:00 PM,63rdStreetWeatherStation201712272000
Foster Weather Station,2017-12-27T20:00:00.000,-15.39,,51,,0,,,288,1.8,2,1016.6,0,,14.9,12/27/2017 8:00 PM,FosterWeatherStation201712272000
Oak Street Weather Station,2017-12-27T20:00:00.000,-13.7,-14.9,56,0,0,17.1,0,359,2,3.9,1017.7,3,1,12,12/27/2017 8:00 PM,OakStreetWeatherStation201712272000
63rd Street Weather Station,2017-12-27T19:00:00.000,-14.3,-15.3,58,0,0,24.3,0,281,2.1,3.3,1016.7,7,354,11.8,12/27/2017 7:00 PM,63rdStreetWeatherStation201712271900
Foster Weather Station,2017-12-27T19:00:00.000,-15.17,,50,,0,,,299,1.8,2,1016.6,0,,14.9,12/27/2017 7:00 PM,FosterWeatherStation201712271900
Oak Street Weather Station,2017-12-27T19:00:00.000,-13.4,-14.6,55,0,0,17.1,0,321,1.1,2.6,1017.9,3,2,12,12/27/2017 7:00 PM,OakStreetWeatherStation201712271900
63rd Street Weather Station,2017-12-27T18:00:00.000,-13.8,-14.9,55,0,0,24.3,0,280,2.3,3.4,1016.7,7,353,11.8,12/27/2017 6:00 PM,63rdStreetWeatherStation201712271800
Foster Weather Station,2017-12-27T18:00:00.000,-14.78,,48,,0,,,254,1.6,2.1,1016.3,0,,14.9,12/27/2017 6:00 PM,FosterWeatherStation201712271800
Oak Street Weather Station,2017-12-27T18:00:00.000,-12.9,-14.2,53,0,0,17.1,0,313,1.7,3.3,1017.7,3,2,12,12/27/2017 6:00 PM,OakStreetWeatherStation201712271800
63rd Street Weather Station,2017-12-27T17:00:00.000,-13.5,-14.7,53,0,0,24.3,0,288,2.2,3.8,1016.6,7,354,11.9,12/27/2017 5:00 PM,63rdStreetWeatherStation201712271700
Foster Weather Station,2017-12-27T17:00:00.000,-14.5,,45,,0,,,276,3.9,4.3,1016.3,0,,14.9,12/27/2017 5:00 PM,FosterWeatherStation201712271700
Oak Street Weather Station,2017-12-27T17:00:00.000,-12.7,-14.1,52,0,0,17.1,0,328,1.4,2.6,1017.5,3,1,12.1,12/27/2017 5:00 PM,OakStreetWeatherStation201712271700
63rd Street Weather Station,2017-12-27T16:00:00.000,-13.2,-14.6,48,0,0,24.3,0,302,2.2,3.4,1016.2,20,354,11.9,12/27/2017 4:00 PM,63rdStreetWeatherStation201712271600
Foster Weather Station,2017-12-27T16:00:00.000,-14.17,,44,,0,,,295,2.1,2.3,1015.9,0,,14.9,12/27/2017 4:00 PM,FosterWeatherStation201712271600
Oak Street Weather Station,2017-12-27T16:00:00.000,-12.7,-14.1,49,0,0,17.1,0,321,1.3,2.2,1017.2,11,2,11.9,12/27/2017 4:00 PM,OakStreetWeatherStation201712271600
63rd Street Weather Station,2017-12-27T15:00:00.000,-12.5,-14,46,0,0,24.3,0,292,3.2,5.5,1016.1,208,353,11.9,12/27/2017 3:00 PM,63rdStreetWeatherStation201712271500
Foster Weather Station,2017-12-27T15:00:00.000,-14,,42,,0,,,274,1.9,2.3,1015.9,0,,14.9,12/27/2017 3:00 PM,FosterWeatherStation201712271500
Oak Street Weather Station,2017-12-27T15:00:00.000,-12.5,-13.9,49,0,0,17.1,0,354,2.9,4.9,1017.2,23,2,11.8,12/27/2017 3:00 PM,OakStreetWeatherStation201712271500
63rd Street Weather Station,2017-12-27T14:00:00.000,-12.5,-14,46,0,0,24.3,0,297,3.1,5.1,1016.7,325,353,11.8,12/27/2017 2:00 PM,63rdStreetWeatherStation201712271400
Foster Weather Station,2017-12-27T14:00:00.000,-13.78,,42,,0,,,256,3.7,4.1,1016.6,0,,14.8,12/27/2017 2:00 PM,FosterWeatherStation201712271400
Oak Street Weather Station,2017-12-27T14:00:00.000,-12.6,-14.1,47,0,0,17.1,0,254,2.4,5.8,1017.5,27,2,12.1,12/27/2017 2:00 PM,OakStreetWeatherStation201712271400
63rd Street Weather Station,2017-12-27T13:00:00.000,-12.8,-14.2,48,0,0,24.3,0,312,3,5.5,1016.8,404,354,11.9,12/27/2017 1:00 PM,63rdStreetWeatherStation201712271300
Foster Weather Station,2017-12-27T13:00:00.000,-14.17,,42,,0,,,272,3.1,3.4,1016.3,0,,14.9,12/27/2017 1:00 PM,FosterWeatherStation201712271300
Oak Street Weather Station,2017-12-27T13:00:00.000,-13,-14.4,50,0,0,17.1,0,353,2.4,3.6,1017.6,32,1,12.1,12/27/2017 1:00 PM,OakStreetWeatherStation201712271300
63rd Street Weather Station,2017-12-27T12:00:00.000,-13.7,-15,50,0,0,24.3,0,320,3.9,5.7,1016.9,430,354,11.8,12/27/2017 12:00 PM,63rdStreetWeatherStation201712271200
Foster Weather Station,2017-12-27T12:00:00.000,-15,,44,,0,,,289,4.1,4.5,1016.6,0,,14.8,12/27/2017 12:00 PM,FosterWeatherStation201712271200
Oak Street Weather Station,2017-12-27T12:00:00.000,-13.5,-14.8,50,0,0,17.1,0,345,2.3,3.6,1017.9,32,2,12.1,12/27/2017 12:00 PM,OakStreetWeatherStation201712271200
63rd Street Weather Station,2017-12-27T11:00:00.000,-14,-15.3,52,0,0,24.3,0,311,2.7,3.6,1017.6,403,354,11.8,12/27/2017 11:00 AM,63rdStreetWeatherStation201712271100
Foster Weather Station,2017-12-27T11:00:00.000,-16.06,,46,,0,,,260,2.6,3.2,1017.3,0,,14.9,12/27/2017 11:00 AM,FosterWeatherStation201712271100
Oak Street Weather Station,2017-12-27T11:00:00.000,-13.6,-14.9,51,0,0,17.1,0,324,1.6,5.1,1018.5,393,2,12,12/27/2017 11:00 AM,OakStreetWeatherStation201712271100
63rd Street Weather Station,2017-12-27T10:00:00.000,-15.7,-16.8,54,0,0,24.3,0,324,3.6,5.3,1017.5,329,354,11.9,12/27/2017 10:00 AM,63rdStreetWeatherStation201712271000
Foster Weather Station,2017-12-27T10:00:00.000,-17.06,,50,,0,,,259,2.5,2.9,1017.3,0,,14.9,12/27/2017 10:00 AM,FosterWeatherStation201712271000
Oak Street Weather Station,2017-12-27T10:00:00.000,-14.9,-16,55,0,0,17.1,0,321,1.9,4.1,1018.6,285,1,12.1,12/27/2017 10:00 AM,OakStreetWeatherStation201712271000
63rd Street Weather Station,2017-12-27T09:00:00.000,-16.6,-17.5,58,0,0,24.3,0,302,2.8,4.4,1016.8,196,354,11.8,12/27/2017 9:00 AM,63rdStreetWeatherStation201712270900
Foster Weather Station,2017-12-27T09:00:00.000,-18.39,,53,,0,,,270,2,2.9,1016.6,0,,14.9,12/27/2017 9:00 AM,FosterWeatherStation201712270900
Oak Street Weather Station,2017-12-27T09:00:00.000,-16.5,-17.4,58,0,0,17.1,0,321,2,2.9,1017.9,34,1,11.9,12/27/2017 9:00 AM,OakStreetWeatherStation201712270900
63rd Street Weather Station,2017-12-27T08:00:00.000,-17.4,-18.2,60,0,0,24.3,0,298,2.9,5.6,1016,34,354,11.8,12/27/2017 8:00 AM,63rdStreetWeatherStation201712270800
Foster Weather Station,2017-12-27T08:00:00.000,-19.28,,56,,0,,,276,4.1,4.6,1015.9,0,,14.9,12/27/2017 8:00 AM,FosterWeatherStation201712270800
Oak Street Weather Station,2017-12-27T08:00:00.000,-17.1,-18,58,0,0,17.1,0,328,2.3,3.3,1017.3,24,1,11.9,12/27/2017 8:00 AM,OakStreetWeatherStation201712270800
63rd Street Weather Station,2017-12-27T07:00:00.000,-17.8,-18.6,60,0,0,24.3,0,302,2,5.6,1015.6,8,354,11.9,12/27/2017 7:00 AM,63rdStreetWeatherStation201712270700
Foster Weather Station,2017-12-27T07:00:00.000,-19.5,,56,,0,,,290,3.3,3.6,1015.6,0,,14.9,12/27/2017 7:00 AM,FosterWeatherStation201712270700
Oak Street Weather Station,2017-12-27T07:00:00.000,-17.2,-18,59,0,0,17.1,0,339,2,4.2,1017,5,1,12,12/27/2017 7:00 AM,OakStreetWeatherStation201712270700
63rd Street Weather Station,2017-12-27T06:00:00.000,-17.8,-18.6,61,0,0,24.3,0,318,2.3,3.9,1015.2,7,355,11.8,12/27/2017 6:00 AM,63rdStreetWeatherStation201712270600
Foster Weather Station,2017-12-27T06:00:00.000,-19.5,,56,,0,,,295,3.6,4.2,1014.9,0,,14.9,12/27/2017 6:00 AM,FosterWeatherStation201712270600
Oak Street Weather Station,2017-12-27T06:00:00.000,-17.2,-18.1,59,0,0,17.1,0,332,2.4,4,1016.3,4,1,11.9,12/27/2017 6:00 AM,OakStreetWeatherStation201712270600
63rd Street Weather Station,2017-12-27T05:00:00.000,-17.6,-18.4,61,0,0,24.3,0,325,3.5,6.9,1014.6,7,353,11.8,12/27/2017 5:00 AM,63rdStreetWeatherStation201712270500
Foster Weather Station,2017-12-27T05:00:00.000,-19.28,,56,,0,,,325,2.1,2.7,1014.9,0,,14.9,12/27/2017 5:00 AM,FosterWeatherStation201712270500
Oak Street Weather Station,2017-12-27T05:00:00.000,-17.2,-18.1,59,0,0,17.1,0,302,1.6,4.5,1016,4,1,12,12/27/2017 5:00 AM,OakStreetWeatherStation201712270500
63rd Street Weather Station,2017-12-27T04:00:00.000,-17.3,-18.1,60,0,0,24.3,0,322,3,4.8,1014.3,7,354,11.9,12/27/2017 4:00 AM,63rdStreetWeatherStation201712270400
Foster Weather Station,2017-12-27T04:00:00.000,-19.17,,55,,0,,,304,4.2,4.5,1014.2,0,,14.9,12/27/2017 4:00 AM,FosterWeatherStation201712270400
Oak Street Weather Station,2017-12-27T04:00:00.000,-17,-17.9,59,0,0,17.1,0,321,2.3,3.4,1015.7,4,1,11.9,12/27/2017 4:00 AM,OakStreetWeatherStation201712270400
63rd Street Weather Station,2017-12-27T03:00:00.000,-16.8,-17.6,63,0,0,24.3,0,312,3.4,5.4,1014.3,7,354,11.8,12/27/2017 3:00 AM,63rdStreetWeatherStation201712270300
Foster Weather Station,2017-12-27T03:00:00.000,-18.67,,56,,0,,,288,3.1,3.4,1014.2,0,,14.9,12/27/2017 3:00 AM,FosterWeatherStation201712270300
Oak Street Weather Station,2017-12-27T03:00:00.000,-16.5,-17.3,60,0,0,17.1,0,332,2.3,2.8,1015.7,4,1,12,12/27/2017 3:00 AM,OakStreetWeatherStation201712270300
63rd Street Weather Station,2017-12-26T20:00:00.000,-15.2,-16.1,61,0,0,24.3,0,284,3.6,5.5,1012.2,7,354,11.8,12/26/2017 8:00 PM,63rdStreetWeatherStation201712262000
Foster Weather Station,2017-12-26T20:00:00.000,-16.17,,53,,0,,,281,2.7,3,1012.2,0,,14.9,12/26/2017 8:00 PM,FosterWeatherStation201712262000
Oak Street Weather Station,2017-12-26T20:00:00.000,-14.2,-15.3,58,0,0,17.1,0,316,1.9,3.4,1013.2,4,2,11.9,12/26/2017 8:00 PM,OakStreetWeatherStation201712262000
63rd Street Weather Station,2017-12-26T19:00:00.000,-15.2,-16.2,59,0,0,24.3,0,279,4.7,7.9,1012,7,354,11.9,12/26/2017 7:00 PM,63rdStreetWeatherStation201712261900
Foster Weather Station,2017-12-26T19:00:00.000,-16.06,,52,,0,,,265,2.5,2.7,1011.9,0,,15.2,12/26/2017 7:00 PM,FosterWeatherStation201712261900
Oak Street Weather Station,2017-12-26T19:00:00.000,-14.1,-15.2,56,0,0,17.1,0,302,2.5,4.5,1013.2,4,1,11.9,12/26/2017 7:00 PM,OakStreetWeatherStation201712261900
63rd Street Weather Station,2017-12-26T18:00:00.000,-15,-16,57,0,0,24.3,0,291,3.2,5.7,1011.7,7,354,11.8,12/26/2017 6:00 PM,63rdStreetWeatherStation201712261800
Foster Weather Station,2017-12-26T18:00:00.000,-15.89,,49,,0,,,266,4.4,4.9,1011.5,0,,14.9,12/26/2017 6:00 PM,FosterWeatherStation201712261800
Oak Street Weather Station,2017-12-26T18:00:00.000,-13.9,-15.1,55,0,0,17.1,0,302,2.3,5.6,1012.8,3,2,11.9,12/26/2017 6:00 PM,OakStreetWeatherStation201712261800
63rd Street Weather Station,2017-12-26T17:00:00.000,-14.4,-15.7,51,0,0,24.3,0,285,3.5,6.7,1011.2,7,354,11.8,12/26/2017 5:00 PM,63rdStreetWeatherStation201712261700
Foster Weather Station,2017-12-26T17:00:00.000,-15.78,,48,,0,,,254,2.5,2.6,1011.2,0,,14.9,12/26/2017 5:00 PM,FosterWeatherStation201712261700
Oak Street Weather Station,2017-12-26T17:00:00.000,-13.8,-15,54,0,0,17.1,0,322,2.5,7,1012.2,3,2,12.1,12/26/2017 5:00 PM,OakStreetWeatherStation201712261700
63rd Street Weather Station,2017-12-26T16:00:00.000,-13.8,-15.2,46,0,0,24.3,0,284,3.9,8,1010.9,59,354,11.9,12/26/2017 4:00 PM,63rdStreetWeatherStation201712261600
Foster Weather Station,2017-12-26T16:00:00.000,-15.39,,46,,0,,,262,3.3,3.4,1010.8,0,,14.9,12/26/2017 4:00 PM,FosterWeatherStation201712261600
Oak Street Weather Station,2017-12-26T16:00:00.000,-13.3,-14.7,50,0,0,17.1,0,335,2.5,3.3,1012,14,2,12.1,12/26/2017 4:00 PM,OakStreetWeatherStation201712261600
63rd Street Weather Station,2017-12-26T15:00:00.000,-13.5,-15,46,0,0,24.3,0,285,4,6.4,1011,65,354,11.9,12/26/2017 3:00 PM,63rdStreetWeatherStation201712261500
Foster Weather Station,2017-12-26T15:00:00.000,-15.06,,43,,0,,,278,4,4.3,1010.8,0,,14.9,12/26/2017 3:00 PM,FosterWeatherStation201712261500
Oak Street Weather Station,2017-12-26T15:00:00.000,-13.2,-14.6,49,0,0,17.1,0,266,2.8,6.6,1012.1,23,2,12,12/26/2017 3:00 PM,OakStreetWeatherStation201712261500
63rd Street Weather Station,2017-12-26T14:00:00.000,-13.5,-14.9,48,0,0,24.3,0,282,4.3,5.8,1010.9,283,354,11.8,12/26/2017 2:00 PM,63rdStreetWeatherStation201712261400
Foster Weather Station,2017-12-26T14:00:00.000,-15.39,,45,,0,,,290,3.9,4.4,1010.5,0,,14.9,12/26/2017 2:00 PM,FosterWeatherStation201712261400
Oak Street Weather Station,2017-12-26T14:00:00.000,-13.6,-15,50,0,0,17.1,0,275,1,2.2,1011.8,87,1,12,12/26/2017 2:00 PM,OakStreetWeatherStation201712261400
63rd Street Weather Station,2017-12-26T13:00:00.000,-14.4,-15.6,50,0,0,24.3,0,291,4,7.5,1010.7,236,354,11.9,12/26/2017 1:00 PM,63rdStreetWeatherStation201712261300
Foster Weather Station,2017-12-26T13:00:00.000,-15.67,,45,,0,,,238,2.2,2.6,1010.5,0,,15.2,12/26/2017 1:00 PM,FosterWeatherStation201712261300
Oak Street Weather Station,2017-12-26T13:00:00.000,-13.9,-15.2,49,0,0,17.1,0,242,0.8,2.4,1011.7,77,1,12,12/26/2017 1:00 PM,OakStreetWeatherStation201712261300
63rd Street Weather Station,2017-12-26T12:00:00.000,-14.9,-16,52,0,0,24.3,0,309,2.8,5.4,1011.4,315,354,11.9,12/26/2017 12:00 PM,63rdStreetWeatherStation201712261200
Foster Weather Station,2017-12-26T12:00:00.000,-16.56,,48,,0,,,252,1.7,2.1,1011.2,0,,14.9,12/26/2017 12:00 PM,FosterWeatherStation201712261200
Oak Street Weather Station,2017-12-26T12:00:00.000,-14.8,-16,51,0,0,17.1,0,337,1.3,3.2,1012.4,72,2,12,12/26/2017 12:00 PM,OakStreetWeatherStation201712261200
63rd Street Weather Station,2017-12-26T11:00:00.000,-15.7,-16.7,53,0,0,24.3,0,281,4.1,6.4,1012.5,184,354,11.9,12/26/2017 11:00 AM,63rdStreetWeatherStation201712261100
Foster Weather Station,2017-12-26T11:00:00.000,-17.17,,49,,0,,,265,1.2,2.5,1012.2,0,,14.8,12/26/2017 11:00 AM,FosterWeatherStation201712261100
Oak Street Weather Station,2017-12-26T11:00:00.000,-15.3,-16.4,54,0,0,17.1,0,314,1.6,3,1013.5,390,2,12,12/26/2017 11:00 AM,OakStreetWeatherStation201712261100
63rd Street Weather Station,2017-12-26T10:00:00.000,-16.1,-17.1,55,0,0,24.3,0,297,3.1,5.7,1012.2,173,354,11.8,12/26/2017 10:00 AM,63rdStreetWeatherStation201712261000
Foster Weather Station,2017-12-26T10:00:00.000,-18.67,,52,,0,,,277,3.4,3.9,1011.9,0,,14.9,12/26/2017 10:00 AM,FosterWeatherStation201712261000
Oak Street Weather Station,2017-12-26T10:00:00.000,-16.2,-17.1,57,0,0,17.1,0,1,0.7,2.5,1013.1,126,2,12,12/26/2017 10:00 AM,OakStreetWeatherStation201712261000
63rd Street Weather Station,2017-12-26T09:00:00.000,-16.5,-17.4,59,0,0,24.3,0,271,3.2,5.6,1011.8,202,354,11.9,12/26/2017 9:00 AM,63rdStreetWeatherStation201712260900
Foster Weather Station,2017-12-26T09:00:00.000,-18.89,,55,,0,,,266,4,4.3,1011.5,0,,14.9,12/26/2017 9:00 AM,FosterWeatherStation201712260900
Oak Street Weather Station,2017-12-26T09:00:00.000,-16.2,-17.1,58,0,0,17.1,0,355,0.9,2.2,1012.7,67,1,11.9,12/26/2017 9:00 AM,OakStreetWeatherStation201712260900
63rd Street Weather Station,2017-12-26T08:00:00.000,-17.2,-18,61,0,0,24.3,0,276,4.1,5.7,1011.1,44,354,11.8,12/26/2017 8:00 AM,63rdStreetWeatherStation201712260800
Foster Weather Station,2017-12-26T08:00:00.000,-19,,55,,0,,,255,4.7,5.2,1010.8,0,,14.9,12/26/2017 8:00 AM,FosterWeatherStation201712260800
Oak Street Weather Station,2017-12-26T08:00:00.000,-16.4,-17.3,58,0,0,17,70,260,1.3,4,1012.2,46,1,12,12/26/2017 8:00 AM,OakStreetWeatherStation201712260800
63rd Street Weather Station,2017-12-26T07:00:00.000,-17,-17.8,61,0,0,24.3,0,287,2.5,3.5,1010.7,8,354,11.8,12/26/2017 7:00 AM,63rdStreetWeatherStation201712260700
Foster Weather Station,2017-12-26T07:00:00.000,-18.78,,56,,0,,,276,2.1,2.5,1010.5,0,,14.9,12/26/2017 7:00 AM,FosterWeatherStation201712260700
Oak Street Weather Station,2017-12-26T07:00:00.000,-16.2,-17.2,59,0,0,17,0,288,0.9,1.6,1011.8,4,1,11.9,12/26/2017 7:00 AM,OakStreetWeatherStation201712260700
63rd Street Weather Station,2017-12-26T06:00:00.000,-16.9,-17.8,61,0,0,24.3,0,279,4.7,8.3,1010.1,7,354,11.9,12/26/2017 6:00 AM,63rdStreetWeatherStation201712260600
Foster Weather Station,2017-12-26T06:00:00.000,-18.28,,57,,0,,,285,1.4,1.7,1010.2,0,,14.9,12/26/2017 6:00 AM,FosterWeatherStation201712260600
Oak Street Weather Station,2017-12-26T06:00:00.000,-16.3,-17.2,60,0,0,17,0,323,1.5,3.2,1011.4,4,1,12,12/26/2017 6:00 AM,OakStreetWeatherStation201712260600
63rd Street Weather Station,2017-12-26T05:00:00.000,-16.7,-17.5,62,0,0,24.3,0,295,2.2,3.8,1009.3,7,354,11.9,12/26/2017 5:00 AM,63rdStreetWeatherStation201712260500
Foster Weather Station,2017-12-26T05:00:00.000,-18.06,,56,,0,,,281,3.4,3.8,1009.5,0,,14.9,12/26/2017 5:00 AM,FosterWeatherStation201712260500
Oak Street Weather Station,2017-12-26T05:00:00.000,-16.1,-17,59,0,0,17,0,325,2.8,5,1010.7,4,1,12.1,12/26/2017 5:00 AM,OakStreetWeatherStation201712260500
63rd Street Weather Station,2017-12-26T04:00:00.000,-16.4,-17.2,60,0,0,24.3,0,290,4.4,7.1,1009.1,7,354,11.8,12/26/2017 4:00 AM,63rdStreetWeatherStation201712260400
Foster Weather Station,2017-12-26T04:00:00.000,-17.78,,54,,0,,,272,5.2,5.8,1009.1,0,,14.9,12/26/2017 4:00 AM,FosterWeatherStation201712260400
Oak Street Weather Station,2017-12-26T04:00:00.000,-15.6,-16.6,58,0,0,17,0,340,1.3,3.8,1010.3,4,1,11.9,12/26/2017 4:00 AM,OakStreetWeatherStation201712260400
63rd Street Weather Station,2017-12-26T03:00:00.000,-16,-16.9,59,0,0,24.3,0,283,3.7,6.6,1008.6,7,354,11.9,12/26/2017 3:00 AM,63rdStreetWeatherStation201712260300
Foster Weather Station,2017-12-26T03:00:00.000,-17.5,,53,,0,,,312,2.4,2.6,1008.5,0,,14.9,12/26/2017 3:00 AM,FosterWeatherStation201712260300
Oak Street Weather Station,2017-12-26T03:00:00.000,-15.4,-16.4,57,0,0,17,0,336,1.4,3.3,1009.7,4,1,12,12/26/2017 3:00 AM,OakStreetWeatherStation201712260300
63rd Street Weather Station,2017-12-26T02:00:00.000,-15.7,-16.7,57,0,0,24.3,0,281,5,8.9,1008.1,7,353,11.8,12/26/2017 2:00 AM,63rdStreetWeatherStation201712260200
Foster Weather Station,2017-12-26T02:00:00.000,-17,,51,,0,,,285,2.7,3.6,1008.1,0,,14.9,12/26/2017 2:00 AM,FosterWeatherStation201712260200
Oak Street Weather Station,2017-12-26T02:00:00.000,-14.9,-16,55,0,0,17,0,280,1.9,4.4,1009.2,4,1,12,12/26/2017 2:00 AM,OakStreetWeatherStation201712260200
63rd Street Weather Station,2017-12-26T01:00:00.000,-15.1,-16.1,56,0,0,24.3,0,281,3.4,5.8,1007.3,7,354,11.8,12/26/2017 1:00 AM,63rdStreetWeatherStation201712260100
Foster Weather Station,2017-12-26T01:00:00.000,-16.5,,50,,0,,,246,4.1,4.6,1007.1,0,,14.9,12/26/2017 1:00 AM,FosterWeatherStation201712260100
Oak Street Weather Station,2017-12-26T01:00:00.000,-14.5,-15.7,53,0,0,17,0,302,1.2,4.4,1008.4,3,1,12,12/26/2017 1:00 AM,OakStreetWeatherStation201712260100
63rd Street Weather Station,2017-12-26T00:00:00.000,-14.4,-15.6,54,0,0,24.3,0,289,5.1,10.6,1007.3,7,354,11.8,12/26/2017 12:00 AM,63rdStreetWeatherStation201712262400
Foster Weather Station,2017-12-26T00:00:00.000,-15.89,,50,,0,,,286,2.5,3.5,1007.1,0,,14.9,12/26/2017 12:00 AM,FosterWeatherStation201712262400
Oak Street Weather Station,2017-12-26T00:00:00.000,-13.8,-15,53,0,0,17,0,328,1.4,2.9,1008.3,4,2,12,12/26/2017 12:00 AM,OakStreetWeatherStation201712262400
63rd Street Weather Station,2017-12-25T23:00:00.000,-13.8,-15,54,0,0,24.3,0,291,4.5,8.7,1006.9,6,354,11.9,12/25/2017 11:00 PM,63rdStreetWeatherStation201712252300
Foster Weather Station,2017-12-25T23:00:00.000,-15.06,,49,,0,,,270,4.3,4.7,1006.4,0,,14.9,12/25/2017 11:00 PM,FosterWeatherStation201712252300
Oak Street Weather Station,2017-12-25T23:00:00.000,-13.2,-14.5,52,0,0,17,0,292,2.1,2.7,1007.8,3,1,12,12/25/2017 11:00 PM,OakStreetWeatherStation201712252300
63rd Street Weather Station,2017-12-25T22:00:00.000,-13,-14.3,53,0,0,24.3,0,284,5.9,9.8,1006.8,7,354,11.9,12/25/2017 10:00 PM,63rdStreetWeatherStation201712252200
Foster Weather Station,2017-12-25T22:00:00.000,-14.39,,48,,0,,,254,4.6,5.3,1006.4,0,,14.9,12/25/2017 10:00 PM,FosterWeatherStation201712252200
Oak Street Weather Station,2017-12-25T22:00:00.000,-12.4,-13.7,52,0,0,17,0,314,2.6,5.3,1007.8,3,1,11.9,12/25/2017 10:00 PM,OakStreetWeatherStation201712252200
63rd Street Weather Station,2017-12-25T21:00:00.000,-12,-13.2,59,0,0,24.3,0,276,4,9.4,1006,6,354,11.9,12/25/2017 9:00 PM,63rdStreetWeatherStation201712252100
Foster Weather Station,2017-12-25T21:00:00.000,-13.17,,53,,0,,,298,3.6,4.6,1005.8,0,,14.9,12/25/2017 9:00 PM,FosterWeatherStation201712252100
Oak Street Weather Station,2017-12-25T21:00:00.000,-11.6,-13,53,0,0,17,0,301,1.7,4.1,1007.1,3,1,12,12/25/2017 9:00 PM,OakStreetWeatherStation201712252100
63rd Street Weather Station,2017-12-25T20:00:00.000,-11.1,-12.4,59,0,0,24.3,0,284,5.7,10.3,1005.6,6,354,11.8,12/25/2017 8:00 PM,63rdStreetWeatherStation201712252000
Foster Weather Station,2017-12-25T20:00:00.000,-12.17,,56,,0,,,282,4.3,4.7,1005.1,0,,15.2,12/25/2017 8:00 PM,FosterWeatherStation201712252000
Oak Street Weather Station,2017-12-25T20:00:00.000,-10.7,-12,57,0,0,17,0,324,2.6,6.7,1006.3,3,2,12,12/25/2017 8:00 PM,OakStreetWeatherStation201712252000
63rd Street Weather Station,2017-12-25T19:00:00.000,-10.6,-11.9,62,0,0,24.3,0,273,4.5,6.8,1005.3,6,354,11.9,12/25/2017 7:00 PM,63rdStreetWeatherStation201712251900
Foster Weather Station,2017-12-25T19:00:00.000,-11.78,,55,,0,,,281,6.3,7,1004.4,0,,15.2,12/25/2017 7:00 PM,FosterWeatherStation201712251900
Oak Street Weather Station,2017-12-25T19:00:00.000,-10.3,-11.6,62,0,0,17,0,319,1.2,3.1,1005.8,3,2,12.1,12/25/2017 7:00 PM,OakStreetWeatherStation201712251900
63rd Street Weather Station,2017-12-25T18:00:00.000,-10.4,-11.5,66,0,0,24.3,0,280,3.3,8.9,1004.7,6,354,11.9,12/25/2017 6:00 PM,63rdStreetWeatherStation201712251800
Foster Weather Station,2017-12-25T18:00:00.000,-11.56,,53,,0,,,254,3.2,3.4,1004.1,0,,15.2,12/25/2017 6:00 PM,FosterWeatherStation201712251800
Oak Street Weather Station,2017-12-25T18:00:00.000,-10.1,-11.5,59,0,0,17,0,316,1.2,2.8,1005.4,3,2,12,12/25/2017 6:00 PM,OakStreetWeatherStation201712251800
63rd Street Weather Station,2017-12-25T17:00:00.000,-10.3,-11.4,65,0,0,24.3,0,282,3.8,6.3,1003.8,6,354,11.9,12/25/2017 5:00 PM,63rdStreetWeatherStation201712251700
Foster Weather Station,2017-12-25T17:00:00.000,-11.39,,51,,0,,,265,3.5,4.1,1003.4,0,,14.9,12/25/2017 5:00 PM,FosterWeatherStation201712251700
Oak Street Weather Station,2017-12-25T17:00:00.000,-9.8,-11.3,57,0,0,17,0,345,2.8,4.9,1004.7,3,2,12,12/25/2017 5:00 PM,OakStreetWeatherStation201712251700
63rd Street Weather Station,2017-12-25T16:00:00.000,-10,-11.4,60,0,0,24.3,0,267,6.2,9.9,1003.2,33,354,11.9,12/25/2017 4:00 PM,63rdStreetWeatherStation201712251600
Foster Weather Station,2017-12-25T16:00:00.000,-11.17,,48,,0,,,265,5.7,6.6,1002.4,0,,14.8,12/25/2017 4:00 PM,FosterWeatherStation201712251600
Oak Street Weather Station,2017-12-25T16:00:00.000,-9.7,-11.2,54,0,0,17,0,313,1.5,3.3,1004,21,2,12,12/25/2017 4:00 PM,OakStreetWeatherStation201712251600
63rd Street Weather Station,2017-12-25T15:00:00.000,-9.2,-10.9,53,0,0,24.3,0,282,6,10.8,1002.2,192,353,11.9,12/25/2017 3:00 PM,63rdStreetWeatherStation201712251500
